# raceline for track_id=oschersleben (claude-docs/02-repo-layout.md)
# generated by tools/raceline (tool_version=0.1.0)
# vehicle_params: schema_version=0.2.0, sysid_session_id=none-preliminary
# generation_params: track_shape=external_centerline, source_centerline_csv=../config/tracks/oschersleben/source_centerline.csv, resample_ds_m=0.1, smooth_window=5, a_lat_max_mps2=9.51, a_max_mps2=9.51, v_max_mps=20.0
# columns: s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
s_m,x_m,y_m,heading_rad,curvature_1pm,target_speed_mps
123.851064,-45.109155,2.275441,2.944966,-0.255237,5.189414
123.950948,-45.206857,2.296202,2.913248,-0.379940,5.003023
124.050843,-45.303712,2.320656,2.883407,-0.217693,5.189436
124.150731,-45.400007,2.347209,2.862890,-0.193109,5.309799
124.250633,-45.495784,2.375618,2.835192,-0.361682,5.127751
124.350494,-45.590435,2.407453,2.800903,-0.324986,5.309726
124.450382,-45.684028,2.442352,2.774671,-0.200422,5.206269
124.550264,-45.776898,2.479116,2.751243,-0.268786,5.020507
124.650130,-45.868733,2.518352,2.717451,-0.408049,4.827632
124.750005,-45.958903,2.561300,2.685131,-0.239385,5.020524
124.849876,-46.048016,2.606389,2.662794,-0.207941,5.206265
124.949760,-46.136186,2.653325,2.633724,-0.374434,5.039674
125.049607,-46.222507,2.703504,2.597756,-0.345961,5.224692
125.149489,-46.307074,2.756654,2.570158,-0.206881,5.211880
125.249362,-46.390517,2.811534,2.546819,-0.260553,5.026341
125.349231,-46.472501,2.868564,2.513490,-0.407026,4.833694
125.449110,-46.552109,2.928884,2.481168,-0.240403,5.026362
125.548991,-46.630246,2.991098,2.459151,-0.200484,5.211913
125.648882,-46.707131,3.054871,2.432061,-0.342140,5.272160
125.748743,-46.781770,3.121214,2.397833,-0.343311,5.263155
125.848638,-46.854116,3.190099,2.370860,-0.196952,5.289728
125.948523,-46.925085,3.260386,2.349526,-0.230234,5.106997
126.048411,-46.994422,3.332289,2.318395,-0.393275,4.917474
126.148291,-47.060877,3.406852,2.286200,-0.251501,5.106982
126.248177,-47.125443,3.483066,2.263822,-0.196638,5.289716
126.348070,-47.188503,3.560538,2.237982,-0.320907,5.304220
126.447933,-47.249031,3.639967,2.203856,-0.362488,5.122046
126.547829,-47.306664,3.721562,2.175797,-0.199540,5.225172
126.647709,-47.362651,3.804276,2.154938,-0.218143,5.040108
126.747600,-47.416828,3.888198,2.123847,-0.404633,4.847965
126.847464,-47.467558,3.974217,2.089651,-0.280258,5.040057
126.947340,-47.515867,4.061633,2.065401,-0.205441,5.225115
127.047221,-47.562374,4.150025,2.038851,-0.326387,5.084173
127.147068,-47.605962,4.239856,2.002730,-0.397082,4.893844
127.246953,-47.645971,4.331378,1.972395,-0.210661,5.084243
127.346820,-47.684039,4.423705,1.950555,-0.226710,4.928155
127.446698,-47.720011,4.516880,1.918037,-0.424800,4.731493
127.546543,-47.751990,4.611465,1.881668,-0.303715,4.928089
127.646408,-47.781093,4.706996,1.855798,-0.214514,5.117177
127.746277,-47.808144,4.803131,1.828233,-0.337727,5.006816
127.846113,-47.831931,4.900092,1.790881,-0.410457,4.813452
127.945996,-47.851736,4.997992,1.759793,-0.212439,5.006905
128.045860,-47.869456,5.096271,1.737929,-0.225405,5.193121
128.145741,-47.884963,5.194941,1.708137,-0.371262,5.061162
128.245633,-47.896803,5.294129,1.677226,-0.247725,5.245504
128.345561,-47.906188,5.393615,1.656908,-0.159037,5.423646
128.445491,-47.913991,5.493240,1.638711,-0.205175,5.596124
128.545433,-47.919751,5.593016,1.617045,-0.228354,5.763462
128.645419,-47.923233,5.692941,1.601511,-0.082500,5.926148
128.745402,-47.925892,5.792889,1.593244,-0.082878,6.084481
128.845389,-47.927722,5.892859,1.584000,-0.102014,6.238803
128.945385,-47.928532,5.992852,1.576108,-0.055837,6.389412
129.045388,-47.928784,6.092854,1.572340,-0.019528,6.536562
129.145391,-47.928841,6.192858,1.570244,-0.022390,6.680472
129.245394,-47.928674,6.292861,1.567868,-0.025141,6.821346
129.345398,-47.928255,6.392864,1.566311,-0.005992,6.959371
129.445403,-47.927777,6.492867,1.565712,-0.005992,7.094711
129.545407,-47.927238,6.592870,1.564860,-0.011045,7.227517
129.645411,-47.926589,6.692872,1.563882,-0.008515,7.357927
129.745415,-47.925855,6.792874,1.563187,-0.005385,7.486065
129.845419,-47.925067,6.892875,1.562552,-0.007302,7.612046
129.945424,-47.924206,6.992875,1.561679,-0.010160,7.735976
130.045428,-47.923244,7.092875,1.560916,-0.005107,7.857952
130.145432,-47.922230,7.192874,1.560422,-0.004776,7.978063
130.245436,-47.921169,7.292872,1.559764,-0.008384,8.096392
130.345441,-47.920024,7.392870,1.558993,-0.007023,8.213017
130.445445,-47.918808,7.492867,1.558434,-0.004164,8.328009
130.545449,-47.917551,7.592863,1.557958,-0.005348,8.441434
130.645453,-47.916241,7.692859,1.557305,-0.007715,8.553355
130.745458,-47.914853,7.792854,1.556714,-0.004107,8.663831
130.845462,-47.913424,7.892848,1.556331,-0.003551,8.772916
130.945466,-47.911960,7.992841,1.555858,-0.005904,8.880661
131.045470,-47.910437,8.092834,1.555298,-0.005303,8.987114
131.145475,-47.908860,8.192826,1.554886,-0.002936,9.092321
131.245479,-47.907254,8.292817,1.554561,-0.003566,9.196324
131.345483,-47.905613,8.392808,1.554120,-0.005257,9.299164
131.445487,-47.903919,8.492798,1.553712,-0.002903,9.400880
131.545492,-47.902196,8.592787,1.553451,-0.002321,9.501506
131.645496,-47.900450,8.692776,1.553155,-0.003584,9.601078
131.745500,-47.898668,8.792765,1.552806,-0.003394,9.699628
131.845505,-47.896852,8.892752,1.552552,-0.001703,9.797186
131.945509,-47.895019,8.992740,1.552370,-0.001935,9.893783
132.045513,-47.893167,9.092727,1.552133,-0.002789,9.989446
132.145517,-47.891287,9.192714,1.551918,-0.001525,10.084201
132.245522,-47.889391,9.292700,1.551787,-0.001086,10.178074
132.345526,-47.887485,9.392686,1.551663,-0.001406,10.271089
132.445530,-47.885564,9.492672,1.551526,-0.001321,10.363269
132.545535,-47.883631,9.592658,1.551437,-0.000467,10.454637
132.645539,-47.881693,9.692643,1.551391,-0.000443,10.545213
132.745543,-47.879750,9.792628,1.551353,-0.000316,10.635018
132.845547,-47.877804,9.892614,1.551338,0.000005,10.724070
132.945552,-47.875858,9.992599,1.551346,0.000151,10.812389
133.045556,-47.873914,10.092585,1.551385,0.000638,10.899993
133.145560,-47.871976,10.192570,1.551462,0.000897,10.986898
133.245565,-47.870047,10.292556,1.551545,0.000770,11.073121
133.345569,-47.868126,10.392542,1.551630,0.000916,11.158678
133.445573,-47.866214,10.492528,1.551783,0.002159,11.243583
133.545577,-47.864323,10.592514,1.551975,0.001672,11.327853
133.645582,-47.862450,10.692501,1.552128,0.001388,11.411500
133.745586,-47.860590,10.792488,1.552325,0.002548,11.494538
133.845590,-47.858755,10.892475,1.552614,0.003249,11.423670
133.945595,-47.856953,10.992463,1.552877,0.002007,11.340113
134.045599,-47.855172,11.092452,1.553085,0.002139,11.255935
134.145603,-47.853411,11.192440,1.553423,0.004631,11.171123
134.245607,-47.851697,11.292430,1.553828,0.003472,11.085663
134.345612,-47.850018,11.392420,1.554133,0.002624,10.999538
134.445616,-47.848364,11.492411,1.554480,0.004317,10.912734
134.545620,-47.846754,11.592402,1.554983,0.005734,10.825233
134.645625,-47.845202,11.692394,1.555431,0.003241,10.737020
134.745629,-47.843681,11.792387,1.555756,0.003241,10.648076
134.845633,-47.842193,11.892380,1.556271,0.007071,10.558382
134.945637,-47.840776,11.992374,1.556895,0.005406,10.467920
135.045642,-47.839413,12.092369,1.557358,0.003857,10.376669
135.145646,-47.838089,12.192365,1.557847,0.005927,10.284609
135.245650,-47.836823,12.292361,1.558560,0.008328,10.191718
135.345654,-47.835641,12.392358,1.559202,0.004498,10.097971
135.445659,-47.834504,12.492356,1.559650,0.004471,10.003347
135.545663,-47.833412,12.592354,1.560334,0.009207,9.907818
135.645667,-47.832412,12.692354,1.561169,0.007486,9.811360
135.745671,-47.831486,12.792354,1.561797,0.005084,9.713944
135.845675,-47.830612,12.892354,1.562419,0.007353,9.615541
135.945680,-47.829811,12.992355,1.563326,0.010779,9.516120
136.045684,-47.829118,13.092357,1.564167,0.006043,9.415650
136.145688,-47.828485,13.192359,1.564754,0.005695,9.314096
136.245692,-47.827909,13.292362,1.565596,0.011139,9.211423
136.345696,-47.827445,13.392365,1.566639,0.009730,9.107592
136.445701,-47.827078,13.492368,1.567441,0.006304,9.002563
136.545705,-47.826774,13.592372,1.568184,0.008561,8.896295
136.645709,-47.826555,13.692376,1.569273,0.013214,8.788742
136.745713,-47.826469,13.792380,1.570322,0.007770,8.679857
136.845717,-47.826460,13.892384,1.571056,0.006910,8.569588
136.945721,-47.826521,13.992388,1.571980,0.011562,8.457881
137.045725,-47.826697,14.092392,1.573086,0.010561,8.344679
137.145730,-47.826979,14.192396,1.573910,0.005908,8.229921
137.245734,-47.827320,14.292400,1.574406,0.004023,8.113539
137.345738,-47.827701,14.392403,1.574519,-0.001763,7.995463
137.445742,-47.828064,14.492406,1.574110,-0.006414,7.875618
137.545746,-47.828364,14.592410,1.573406,-0.007671,7.753920
137.645750,-47.828586,14.692414,1.571679,-0.026868,7.630282
137.745753,-47.828540,14.792417,1.568685,-0.033015,7.504608
137.845756,-47.828164,14.892418,1.565672,-0.027230,7.376795
137.945758,-47.827516,14.992418,1.562552,-0.035175,7.246728
138.045759,-47.826515,15.092415,1.557083,-0.074211,7.114284
138.145757,-47.824773,15.192398,1.550622,-0.055016,6.979331
138.245755,-47.822481,15.292369,1.545522,-0.046985,6.841719
138.345753,-47.819719,15.392329,1.538680,-0.089864,6.701280
138.445745,-47.816059,15.492254,1.528889,-0.105978,6.557842
138.545737,-47.811340,15.592135,1.520243,-0.066945,6.411197
138.645728,-47.805954,15.691980,1.513028,-0.077364,6.261121
138.745718,-47.799794,15.791780,1.501466,-0.153939,6.107358
138.845699,-47.792101,15.891466,1.488218,-0.111065,5.949636
138.945681,-47.783301,15.991059,1.478316,-0.087017,5.787618
139.045663,-47.773635,16.090573,1.466120,-0.156971,5.620931
139.145630,-47.762410,16.189908,1.448646,-0.192622,5.449173
139.245598,-47.749274,16.289009,1.433218,-0.116061,5.271822
139.345560,-47.734991,16.387945,1.420600,-0.136402,5.088302
139.445516,-47.719361,16.486672,1.396953,-0.337106,4.897923
139.545393,-47.700431,16.584738,1.366756,-0.267475,4.700000
139.645249,-47.678893,16.682244,1.342343,-0.221489,4.493411
139.745109,-47.655204,16.779253,1.308232,-0.462825,4.276844
139.844777,-47.627118,16.874882,1.256264,-0.580029,4.049163
139.944390,-47.593577,16.968678,1.208486,-0.379631,3.850051
140.043952,-47.556536,17.061093,1.164636,-0.501953,3.595723
140.143404,-47.514974,17.151445,1.096962,-0.861597,3.322295
140.242672,-47.465942,17.237758,1.023434,-0.619848,3.595235
140.341967,-47.411684,17.320918,0.968640,-0.484414,3.796078
140.441322,-47.353455,17.401421,0.906914,-0.759555,3.538430
140.540674,-47.289332,17.477309,0.834617,-0.695117,3.698803
140.640350,-47.219895,17.548821,0.783226,-0.339144,3.946768
140.740005,-47.148098,17.617931,0.747537,-0.377003,4.180002
140.839722,-47.073708,17.684337,0.703802,-0.499964,4.361352
140.939603,-46.995974,17.747055,0.667688,-0.224177,4.573961
141.039526,-46.916821,17.808042,0.648388,-0.162225,4.777202
141.139455,-46.836685,17.867743,0.631675,-0.172245,4.972154
141.239416,-46.755508,17.926072,0.616011,-0.141176,5.159802
141.339419,-46.673481,17.983275,0.608092,-0.017262,5.340938
141.439422,-46.591355,18.040337,0.606366,-0.017262,5.516129
141.539426,-46.509130,18.097256,0.610090,0.091767,5.573499
141.639406,-46.427451,18.154914,0.619936,0.105185,5.400210
141.739373,-46.346393,18.213420,0.630811,0.112373,5.221197
141.839339,-46.265997,18.272833,0.647141,0.214496,5.035826
141.939249,-46.186939,18.333920,0.675684,0.357075,4.843476
142.039099,-46.110153,18.397749,0.705905,0.248249,4.643286
142.138917,-46.034998,18.463440,0.730528,0.245021,4.434136
142.238760,-45.961453,18.530966,0.769428,0.535396,4.214564
142.338457,-45.891718,18.602215,0.819292,0.464654,4.433821
142.438157,-45.825353,18.676619,0.858524,0.322664,4.272043
142.537848,-45.761421,18.753111,0.897271,0.455163,4.044036
142.637484,-45.701056,18.832378,0.952702,0.657715,3.802520
142.737169,-45.645980,18.915467,1.003721,0.367007,4.044151
142.836824,-45.593995,19.000488,1.038772,0.336373,4.026346
142.936524,-45.544866,19.087243,1.088567,0.664330,3.783540
143.036077,-45.501641,19.176923,1.149528,0.559919,4.026000
143.135707,-45.463448,19.268942,1.195212,0.358081,4.230337
143.235328,-45.428564,19.362255,1.238562,0.512829,4.000122
143.334895,-45.398503,19.457176,1.297668,0.674124,3.755955
143.434601,-45.374841,19.554033,1.348422,0.345657,4.000449
143.534293,-45.354533,19.651635,1.381976,0.327480,4.230809
143.634025,-45.337414,19.749887,1.424826,0.532188,4.227248
143.733784,-45.325527,19.848935,1.470129,0.376226,4.446013
143.833649,-45.317356,19.948465,1.499631,0.215147,4.654725
143.933516,-45.311325,20.048150,1.524200,0.276893,4.854477
144.033403,-45.308053,20.147983,1.553982,0.319315,5.046365
144.133372,-45.307966,20.247953,1.575653,0.114591,5.231368
144.233336,-45.309024,20.347910,1.587108,0.114589,5.410038
144.333306,-45.311227,20.447856,1.599587,0.135059,5.583006
144.433295,-45.314780,20.547782,1.610028,0.073800,5.750803
144.533298,-45.319071,20.647693,1.614772,0.021086,5.913864
144.633301,-45.323572,20.747594,1.615566,-0.005200,6.072549
144.733300,-45.328022,20.847495,1.612880,-0.048528,6.227186
144.833293,-45.331986,20.947409,1.607002,-0.069049,6.378064
144.933282,-45.335261,21.047344,1.600069,-0.069628,6.376224
145.033273,-45.337839,21.147302,1.587325,-0.185346,6.225303
145.133230,-45.338565,21.247256,1.568588,-0.189550,6.070685
145.233173,-45.337398,21.347193,1.551807,-0.146253,5.912047
145.333111,-45.334770,21.447097,1.535326,-0.183597,5.749041
145.433046,-45.330310,21.546932,1.510901,-0.305290,5.581282
145.532975,-45.322808,21.646579,1.486181,-0.189528,5.749031
145.632901,-45.313420,21.746063,1.468759,-0.159186,5.912018
145.732833,-45.302451,21.845391,1.447420,-0.267992,5.957021
145.832747,-45.288828,21.944372,1.420183,-0.277184,5.857413
145.932684,-45.272467,22.042960,1.398566,-0.155563,5.894408
146.032613,-45.254576,22.141275,1.381657,-0.182852,5.730916
146.132544,-45.234892,22.239248,1.357169,-0.307342,5.562617
146.232471,-45.212210,22.336567,1.331900,-0.198464,5.730910
146.332404,-45.187601,22.433423,1.314394,-0.151916,5.894409
146.432342,-45.161524,22.529898,1.294267,-0.250958,6.053501
146.532263,-45.133040,22.625673,1.268095,-0.272872,5.903518
146.632206,-45.101950,22.720657,1.247048,-0.148425,6.016304
146.732142,-45.069456,22.815163,1.231057,-0.171611,5.856205
146.832080,-45.035346,22.909100,1.207816,-0.293570,5.691600
146.932012,-44.998498,23.001990,1.183433,-0.194466,5.856195
147.031952,-44.959848,23.094154,1.166458,-0.145261,6.016301
147.131895,-44.919864,23.185750,1.147302,-0.238162,6.153168
147.231822,-44.877718,23.276355,1.122188,-0.264454,5.996737
147.331770,-44.833183,23.365833,1.101855,-0.142533,6.118192
147.431712,-44.787381,23.454661,1.086604,-0.162661,5.960821
147.531655,-44.740141,23.542735,1.064348,-0.282779,5.799178
147.631592,-44.690434,23.629434,1.040734,-0.189824,5.960810
147.731536,-44.639088,23.715180,1.024236,-0.140351,6.118186
147.831483,-44.586543,23.800200,1.005831,-0.228016,6.216136
147.931415,-44.532083,23.883988,0.981503,-0.258849,6.061322
148.031367,-44.475462,23.966356,0.961637,-0.138763,6.180396
148.131311,-44.417709,24.047925,0.946956,-0.155023,6.024645
148.231259,-44.358697,24.128592,0.925396,-0.276491,5.864754
148.331198,-44.297485,24.207591,0.902147,-0.188780,6.024631
148.431145,-44.234789,24.285427,0.885827,-0.137829,6.180385
148.531093,-44.171025,24.362394,0.867927,-0.220412,6.214530
148.631028,-44.105590,24.437927,0.843972,-0.258990,6.059672
148.730981,-44.038210,24.511755,0.824159,-0.137549,6.192103
148.830926,-43.969827,24.584645,0.809855,-0.148692,6.036653
148.930877,-43.900365,24.656514,0.788669,-0.275332,5.877084
149.030816,-43.828961,24.726436,0.765282,-0.192708,6.036634
149.130763,-43.756217,24.794976,0.748762,-0.137888,6.192087
149.230711,-43.682535,24.862508,0.731177,-0.214050,6.166914
149.330647,-43.607434,24.928440,0.707328,-0.263216,6.010827
149.430601,-43.530611,24.992386,0.687352,-0.136596,6.166942
149.530547,-43.452929,25.055272,0.673490,-0.140776,6.098849
149.630502,-43.374363,25.117065,0.652993,-0.269445,5.940945
149.730443,-43.294172,25.176711,0.629873,-0.193240,6.098828
149.830394,-43.212837,25.234804,0.613573,-0.132949,6.252741
149.930345,-43.130736,25.291811,0.597053,-0.197663,6.222708
150.030288,-43.047533,25.347181,0.574268,-0.258275,6.068047
150.130248,-42.962914,25.400394,0.554886,-0.129613,6.222735
150.230200,-42.877619,25.452501,0.541931,-0.129613,6.299882
150.330161,-42.791650,25.503504,0.522878,-0.251672,6.147135
150.430107,-42.704437,25.552322,0.500723,-0.191661,6.299861
150.530063,-42.616296,25.599465,0.484805,-0.126884,6.448986
150.630019,-42.527565,25.645486,0.469500,-0.179362,6.300936
150.729968,-42.438029,25.689907,0.447964,-0.251582,6.148232
150.829931,-42.347392,25.732068,0.428920,-0.129516,6.300955
150.929887,-42.256224,25.773049,0.416210,-0.124786,6.450054
151.029849,-42.164545,25.812892,0.398341,-0.232810,6.391302
151.129798,-42.071977,25.850587,0.376932,-0.195576,6.538332
151.229758,-41.978679,25.886469,0.360993,-0.123380,6.516501
151.329716,-41.884948,25.921197,0.346638,-0.163860,6.368954
151.429670,-41.790665,25.954384,0.326156,-0.245975,6.217914
151.529630,-41.695587,25.985246,0.306971,-0.137932,6.368964
151.629588,-41.600096,26.014793,0.293947,-0.122673,6.516510
151.729550,-41.504246,26.043168,0.276871,-0.219020,6.589443
151.829500,-41.407809,26.069435,0.255692,-0.204776,6.660008
151.929461,-41.310844,26.093726,0.239327,-0.122689,6.515707
152.029419,-41.213592,26.116825,0.225553,-0.152927,6.368142
152.129375,-41.115999,26.138434,0.205615,-0.246041,6.217079
152.229332,-41.017904,26.157638,0.185840,-0.149668,6.368143
152.329290,-40.919533,26.175372,0.172191,-0.123427,6.515707
152.429251,-40.820946,26.191892,0.155422,-0.212152,6.660007
152.529199,-40.722045,26.206315,0.133926,-0.217970,6.592654
152.629159,-40.622840,26.218583,0.116793,-0.124885,6.446847
152.729115,-40.523494,26.229611,0.103136,-0.148384,6.297672
152.829071,-40.423996,26.239164,0.083135,-0.251857,6.144877
152.929023,-40.324292,26.246210,0.062398,-0.163102,6.297666
153.028978,-40.224485,26.251629,0.047898,-0.127050,6.446839
153.128935,-40.124613,26.255781,0.030936,-0.212384,6.562755
153.228880,-40.024689,26.257812,0.008779,-0.231000,6.416293
153.328839,-39.924731,26.257536,-0.009138,-0.127556,6.562777
153.428793,-39.824789,26.255985,-0.022798,-0.145774,6.456183
153.528749,-39.724878,26.252979,-0.042030,-0.239058,6.307228
153.628708,-39.625065,26.247586,-0.061657,-0.153670,6.456186
153.728674,-39.525339,26.240660,-0.074913,-0.111563,6.601795
153.828642,-39.425694,26.232623,-0.088951,-0.169300,6.744263
153.928609,-39.326202,26.222900,-0.106465,-0.181095,6.883782
154.028592,-39.226885,26.211376,-0.119906,-0.087823,7.020550
154.128572,-39.127676,26.198981,-0.129149,-0.097063,7.154701
154.228555,-39.028590,26.185623,-0.141590,-0.151799,7.286386
154.328542,-38.929713,26.170763,-0.153879,-0.094039,7.415738
154.428533,-38.830976,26.154972,-0.161780,-0.063993,7.542879
154.528526,-38.732341,26.138550,-0.169434,-0.089097,7.667912
154.628519,-38.633856,26.121250,-0.178645,-0.095143,7.790940
154.728519,-38.535533,26.103012,-0.185422,-0.040405,7.912063
154.828518,-38.437286,26.084378,-0.189540,-0.041946,8.031359
154.928518,-38.339116,26.065331,-0.194512,-0.057498,8.148910
155.028520,-38.241056,26.045720,-0.199006,-0.032391,8.264791
155.128524,-38.143058,26.025791,-0.201481,-0.017095,8.379071
155.228527,-38.045095,26.005695,-0.203085,-0.014985,8.491814
155.328531,-37.947162,25.985451,-0.204422,-0.011751,8.603079
155.428535,-37.849252,25.965093,-0.204819,0.003802,8.712924
155.528539,-37.751334,25.944772,-0.204430,0.003977,8.821402
155.628544,-37.653408,25.924489,-0.203612,0.012380,8.928562
155.728548,-37.555457,25.904328,-0.202480,0.010270,9.034450
155.828552,-37.457486,25.884268,-0.201537,0.008578,9.139112
155.928556,-37.359497,25.864292,-0.200524,0.011682,9.242589
156.028560,-37.261485,25.844430,-0.199201,0.014770,9.344920
156.128564,-37.163444,25.824713,-0.198145,0.006367,9.446142
156.228568,-37.065390,25.805058,-0.197508,0.006367,9.546291
156.328572,-36.967324,25.785466,-0.196674,0.010308,9.645401
156.428577,-36.869238,25.765975,-0.195789,0.007385,9.743502
156.528581,-36.771137,25.746556,-0.195214,0.004122,9.840626
156.628585,-36.673028,25.727178,-0.194762,0.004921,9.936800
156.728589,-36.574910,25.707848,-0.194216,0.005999,10.032053
156.828594,-36.476780,25.688577,-0.193813,0.002057,10.126409
156.928598,-36.378646,25.669326,-0.193616,0.001876,10.219895
157.028602,-36.280509,25.650093,-0.193445,0.001545,10.312533
157.128607,-36.182368,25.630876,-0.193333,0.000708,10.404346
157.228611,-36.084226,25.611665,-0.193316,-0.000369,10.495356
157.328615,-35.986085,25.592451,-0.193387,-0.001053,10.585583
157.428619,-35.887946,25.573227,-0.193551,-0.002239,10.675048
157.528624,-35.789811,25.553981,-0.193759,-0.001908,10.763770
157.628628,-35.691680,25.534716,-0.193948,-0.001869,10.851766
157.728632,-35.593553,25.515432,-0.194208,-0.003343,10.939054
157.828637,-35.495432,25.496116,-0.194523,-0.002948,11.025651
157.928641,-35.397316,25.476771,-0.194758,-0.001763,11.111573
158.028645,-35.299204,25.457409,-0.194957,-0.002205,11.196836
158.128649,-35.201097,25.438024,-0.195228,-0.003210,11.281455
158.228654,-35.102995,25.418609,-0.195475,-0.001737,11.365443
158.328658,-35.004897,25.399176,-0.195634,-0.001448,11.448816
158.428662,-34.906802,25.379730,-0.195823,-0.002326,11.531586
158.528667,-34.808711,25.360260,-0.196046,-0.002137,11.613766
158.628671,-34.710625,25.340769,-0.196209,-0.001132,11.695368
158.728675,-34.612540,25.321268,-0.196333,-0.001333,11.776405
158.828679,-34.514459,25.301753,-0.196497,-0.001949,11.856888
158.928684,-34.416381,25.282219,-0.196648,-0.001071,11.936829
159.028688,-34.318305,25.262675,-0.196742,-0.000817,12.016237
159.128692,-34.220230,25.243122,-0.196842,-0.001176,12.095125
159.228697,-34.122158,25.223558,-0.196957,-0.001118,12.173501
159.328701,-34.024089,25.203983,-0.197038,-0.000502,12.251376
159.428705,-33.926020,25.184404,-0.197089,-0.000536,12.328758
159.528709,-33.827952,25.164819,-0.197151,-0.000688,12.405659
159.628714,-33.729886,25.145227,-0.197201,-0.000329,12.482085
159.728718,-33.631820,25.125632,-0.197227,-0.000186,12.558046
159.828722,-33.533755,25.106035,-0.197242,-0.000102,12.633551
159.928727,-33.435689,25.086437,-0.197248,-0.000023,12.708607
160.028731,-33.337624,25.066839,-0.197243,0.000129,12.783222
160.128735,-33.239559,25.047242,-0.197227,0.000184,12.857405
160.228740,-33.141493,25.027647,-0.197189,0.000573,12.931162
160.328744,-33.043426,25.008058,-0.197136,0.000489,13.004500
160.428748,-32.945358,24.988473,-0.197089,0.000444,13.077427
160.528752,-32.847290,24.968893,-0.197023,0.000894,13.149950
160.628757,-32.749219,24.949321,-0.196920,0.001148,13.222075
160.728761,-32.651146,24.929761,-0.196825,0.000759,13.293809
160.828765,-32.553072,24.910208,-0.196746,0.000826,13.365157
160.928770,-32.454996,24.890664,-0.196613,0.001833,13.436127
161.028774,-32.356917,24.871137,-0.196452,0.001383,13.506724
161.128778,-32.258835,24.851624,-0.196329,0.001075,13.576954
161.228782,-32.160751,24.832121,-0.196185,0.001807,13.646822
161.328787,-32.062663,24.812636,-0.195976,0.002382,13.716335
161.428791,-31.964571,24.793175,-0.195788,0.001375,13.785497
161.528795,-31.866476,24.773727,-0.195650,0.001378,13.854313
161.628800,-31.768378,24.754292,-0.195439,0.002845,13.922790
161.728804,-31.670275,24.734886,-0.195191,0.002113,13.990931
161.828808,-31.572167,24.715500,-0.195012,0.001470,14.058743
161.928812,-31.474057,24.696128,-0.194831,0.002136,14.126228
162.028817,-31.375943,24.676778,-0.194581,0.002881,14.193393
162.128821,-31.277823,24.657456,-0.194366,0.001413,14.260242
162.228825,-31.179701,24.638147,-0.194225,0.001413,14.326778
162.328830,-31.081575,24.618853,-0.194020,0.002684,14.393007
162.428834,-30.983445,24.599585,-0.193781,0.002098,14.458933
162.528838,-30.885310,24.580337,-0.193608,0.001352,14.524559
162.628843,-30.787173,24.561103,-0.193446,0.001881,14.589890
162.728847,-30.689032,24.541887,-0.193220,0.002642,14.654930
162.828851,-30.590886,24.522697,-0.193020,0.001370,14.719683
162.928855,-30.492738,24.503521,-0.192887,0.001290,14.784152
163.028860,-30.394587,24.484357,-0.192704,0.002371,14.848341
163.128864,-30.296431,24.465217,-0.192486,0.001989,14.912254
163.228868,-30.198272,24.446096,-0.192325,0.001228,14.975893
163.328873,-30.100111,24.426987,-0.192182,0.001636,15.039264
163.428877,-30.001946,24.407894,-0.191980,0.002396,15.102369
163.528881,-29.903776,24.388825,-0.191794,0.001315,15.165211
163.628885,-29.805605,24.369768,-0.191670,0.001168,15.227794
163.728890,-29.707431,24.350723,-0.191508,0.002073,15.290121
163.828894,-29.609253,24.331699,-0.191311,0.001866,15.352194
163.928898,-29.511071,24.312692,-0.191163,0.001106,15.414018
164.028903,-29.412887,24.293697,-0.191037,0.001407,15.475595
164.128907,-29.314701,24.274715,-0.190859,0.002150,15.536928
164.228911,-29.216511,24.255755,-0.190689,0.001244,15.598019
164.328915,-29.118318,24.236806,-0.190575,0.001044,15.658872
164.428920,-29.020123,24.217868,-0.190433,0.001790,15.719490
164.528924,-28.921925,24.198948,-0.190257,0.001726,15.779875
164.628928,-28.823724,24.180044,-0.190122,0.000983,15.840029
164.728933,-28.725520,24.161151,-0.190013,0.001193,15.899956
164.828937,-28.627315,24.142268,-0.189858,0.001905,15.959658
164.928941,-28.529106,24.123405,-0.189705,0.001159,16.019138
165.028945,-28.430894,24.104553,-0.189601,0.000921,16.078397
165.128950,-28.332681,24.085710,-0.189479,0.001521,16.137439
165.228954,-28.234465,24.066882,-0.189324,0.001572,16.196266
165.328958,-28.136247,24.048069,-0.189203,0.000860,16.254879
165.428963,-28.038026,24.029265,-0.189110,0.000994,16.313282
165.528967,-27.939804,24.010471,-0.188977,0.001659,16.371477
165.628971,-27.841578,23.991693,-0.188841,0.001060,16.429466
165.728976,-27.743351,23.972925,-0.188748,0.000799,16.487250
165.828980,-27.645122,23.954165,-0.188645,0.001268,16.544833
165.928984,-27.546891,23.935418,-0.188511,0.001403,16.602216
166.028988,-27.448657,23.916684,-0.188404,0.000738,16.659402
166.128993,-27.350421,23.897958,-0.188327,0.000809,16.716392
166.228997,-27.252184,23.879239,-0.188216,0.001414,16.773188
166.329001,-27.153945,23.860535,-0.188098,0.000945,16.829793
166.429006,-27.055704,23.841840,-0.188017,0.000676,16.886207
166.529010,-26.957461,23.823151,-0.187931,0.001030,16.942434
166.629014,-26.859217,23.804473,-0.187819,0.001219,16.998475
166.729018,-26.760970,23.785806,-0.187727,0.000614,17.054332
